crude_oil_type,cost_per_barrel_today,purchase_location,refinery_location,lead_time_days,refinery_processing_time_days,production_cost,method_of_moving,method_capacity,number_of_barrels,delivery_method,delivery_time_days,delivery_location,delivery_capacity,optimized_cost
Type C,69.55407683258804,Location 3,Refinery 1,21,4,55.58337139804146,Ship,1521.8056397744722,948,Ship,13,Customer C,1101.7885731801562,112.0926677145905
Type B,98.47061611676438,Location 1,Refinery 1,19,6,49.35363528499515,Road,1050.3112499447816,706,Road,12,Customer B,3570.9841843011177,161.78404276896248
Type B,62.90667163505638,Location 3,Refinery 3,22,4,28.000668038982223,Ship,1615.8529546660154,879,Pipe,9,Customer A,4570.970171985421,87.24880617166097
Type A,82.8368332270646,Location 2,Refinery 1,11,1,34.552656594978245,Road,3821.425480776473,122,Ship,8,Customer C,4539.496495133835,91.4273856657507
Type B,66.25950321123474,Location 1,Refinery 1,28,7,37.50160704329517,Pipe,1974.5542773823317,665,Rail,4,Customer B,3798.177895062186,94.11250158429496
Type B,88.67365628433004,Location 1,Refinery 2,16,6,75.45857402315347,Ship,2874.407240486039,985,Pipe,13,Customer B,2863.08078199171,141.56023641237655
Type B,56.54368303591749,Location 3,Refinery 1,21,9,33.82319836315337,Ship,3365.2045956929787,865,Ship,11,Customer B,3048.126474765959,64.51505172854205
Type B,98.49105225392724,Location 2,Refinery 2,3,7,37.35463416918009,Rail,4547.363611326428,334,Pipe,12,Customer B,1547.6752959826517,93.46689441479742
Type A,72.68947706918196,Location 3,Refinery 3,22,7,42.16124780536594,Road,4555.420393573678,158,Road,5,Customer A,2364.0683724768123,83.93515163935491
Type A,61.8025231673232,Location 3,Refinery 3,6,2,59.82456431752322,Pipe,3982.934934725436,263,Ship,7,Customer B,1750.9123019930944,90.73174812060516
Type C,53.67483736650063,Location 3,Refinery 2,14,9,27.094303548328433,Rail,1140.6279681940057,870,Road,8,Customer B,4284.800813399818,70.50558324104516
Type B,58.48789525437704,Location 1,Refinery 3,24,9,77.23671274962656,Rail,3300.2816763416595,925,Rail,5,Customer A,4659.0156053518385,118.20621092929741
Type C,75.98869742780089,Location 1,Refinery 1,18,6,71.93427320568587,Road,4146.333883326026,315,Road,9,Customer B,3147.693045680468,121.73417613997306
Type A,66.85015882156432,Location 2,Refinery 1,17,3,54.63296438053701,Rail,1069.1521790534528,282,Ship,14,Customer C,3911.0561620517765,125.60253126738846
Type A,91.44416829413046,Location 2,Refinery 1,4,1,60.442272045497404,Road,3198.7384546263133,668,Pipe,10,Customer C,1485.85908362851,119.99645938524762
Type A,71.5443761830903,Location 3,Refinery 3,23,4,20.99962827465296,Rail,4431.056583144118,756,Ship,12,Customer B,3434.1385731089536,58.793057639486506
Type A,62.435713629381496,Location 3,Refinery 1,15,3,40.33668652090692,Road,2896.4083033690677,189,Road,4,Customer A,3811.1640855113837,81.74819441742201
Type A,80.8572493302015,Location 3,Refinery 3,11,1,67.73961383968651,Pipe,1016.4248115897938,410,Road,4,Customer A,2811.072518045603,145.16287857604138
Type A,85.33886084427229,Location 2,Refinery 1,26,3,24.648978427543152,Road,1044.0534333424298,656,Pipe,13,Customer A,1973.0923378827945,119.96029399651572
Type A,58.35209539504749,Location 1,Refinery 2,3,4,36.93883005264321,Road,2666.544149655002,356,Rail,8,Customer B,4509.498082165566,65.27500581385563
Type B,58.380960814415886,Location 1,Refinery 3,3,8,55.11780970005868,Ship,1620.0346696670183,632,Ship,1,Customer B,3971.6348798148897,97.26715519977164
Type C,51.83357134667715,Location 3,Refinery 3,16,9,35.38478166193651,Pipe,3657.8026283730383,632,Pipe,8,Customer C,4599.42912739678,54.68327017165612
Type A,86.82010075328202,Location 3,Refinery 1,5,3,76.03867844867116,Pipe,3835.197059624616,151,Pipe,5,Customer A,4273.610589991294,130.04557903089875
Type B,83.19022638109026,Location 3,Refinery 3,21,6,27.863517848257423,Pipe,1711.5191818425144,437,Pipe,13,Customer B,4961.49771831545,111.74539337222943
Type B,73.7315437874907,Location 3,Refinery 3,29,5,67.84366147446671,Rail,4554.133154097939,270,Ship,14,Customer B,1768.6909328577958,104.92903994912663
Type C,92.20852244845986,Location 2,Refinery 2,10,6,50.47692151438449,Ship,2767.6313799157033,166,Ship,11,Customer B,1346.9910712158962,122.25264669816835
Type A,90.28350764750266,Location 1,Refinery 2,19,4,65.01984654919735,Pipe,1571.3836303676949,724,Ship,1,Customer A,2348.011165349034,155.43453409291388
Type C,79.2677182198376,Location 3,Refinery 1,25,6,38.642919698686846,Rail,4057.0063922775817,399,Rail,4,Customer A,1516.0167000930355,95.56330801051381
Type A,93.41356402566294,Location 2,Refinery 2,4,7,50.86937613872233,Rail,4159.898000067091,771,Pipe,2,Customer C,3092.5204516248973,110.64772945304013
Type B,60.292060501838414,Location 3,Refinery 1,29,9,71.41012098339058,Rail,3557.18189066183,877,Road,4,Customer A,3532.11562163097,107.38098546414444
Type B,55.5959809698864,Location 3,Refinery 1,29,7,48.01268594738626,Ship,4413.862212810212,931,Road,8,Customer B,3313.154460693615,79.9172168437612
Type B,63.48748057584948,Location 1,Refinery 1,19,6,41.58319171461618,Rail,3949.4918881226854,331,Pipe,5,Customer C,2036.9605415610806,75.94612582081375
Type B,52.854342804465745,Location 3,Refinery 3,11,1,52.169323175164166,Ship,4528.822948907962,936,Road,1,Customer A,4635.296123875187,70.88624556332168
Type C,76.5584764000516,Location 1,Refinery 2,2,2,63.04176518218201,Road,2735.5521939419177,167,Rail,7,Customer A,1084.6894549415138,116.0905524189881
Type A,96.83028461474808,Location 1,Refinery 1,10,1,46.61380072991017,Rail,3990.38851239777,605,Rail,1,Customer A,2392.0534150539715,104.76269640413216
Type A,51.967177033425486,Location 1,Refinery 2,29,9,76.33261850853637,Pipe,4999.0062537161775,127,Ship,9,Customer A,3875.969901592244,96.9037927825726
Type C,56.105495700501336,Location 2,Refinery 1,11,9,37.69674944254052,Rail,3899.724790078477,727,Ship,3,Customer B,4067.7157053966375,67.09757754451915
Type A,72.60995141417176,Location 2,Refinery 2,25,7,48.52781637014722,Road,1456.7351209485287,150,Ship,12,Customer A,2664.4741777274394,118.63859622944285
Type B,96.69375087639524,Location 1,Refinery 2,20,2,65.41565956048649,Road,3073.274889716732,792,Ship,3,Customer B,1067.6392530254684,142.62067150031913
Type A,65.80780524883752,Location 3,Refinery 1,16,6,61.34726542974549,Rail,3349.3911649721117,359,Ship,6,Customer B,3472.1747164949493,96.77811114411698
Type B,75.36174043441963,Location 1,Refinery 3,19,4,71.81846314502937,Road,1696.842700285564,690,Road,10,Customer B,1252.3787247328628,143.65693624974674
Type C,52.0786429525196,Location 3,Refinery 2,23,1,79.80855084086653,Ship,4851.566536712151,884,Road,6,Customer C,1431.423104614058,94.89020985813438
Type A,57.41716004810444,Location 1,Refinery 3,24,1,45.61149972770537,Ship,1702.3191105384653,719,Ship,13,Customer B,3601.00287858476,102.8759006335728
Type C,99.33150614794235,Location 3,Refinery 3,11,5,26.669052786998712,Rail,1710.231678852891,685,Rail,11,Customer A,2249.9533045714193,118.50257617579905
Type A,98.25593482180227,Location 2,Refinery 1,14,2,21.824952848478077,Ship,4660.668551898219,786,Road,11,Customer C,2392.1206108330116,79.03833618160708
Type B,50.24699904672048,Location 3,Refinery 1,2,4,63.612614368386296,Ship,2860.821732486684,283,Rail,6,Customer A,2947.2283079329736,83.21955164848724
Type C,97.59058927116195,Location 1,Refinery 1,23,1,72.44082027852295,Pipe,1252.7531170980649,122,Rail,13,Customer B,4914.313579437496,163.92187754207586
Type A,81.95599689077503,Location 2,Refinery 2,28,4,33.24275515666512,Rail,3392.7499997541145,885,Pipe,1,Customer A,4861.768882954842,93.9341420526552
Type B,93.39591472600111,Location 3,Refinery 1,5,6,29.506882231394357,Road,3407.3053945321913,228,Pipe,5,Customer C,2665.0439974403007,97.56522652600233
Type C,72.73699278169295,Location 3,Refinery 1,27,4,23.73230549154146,Rail,1258.003034746247,390,Ship,12,Customer C,2061.9968688731287,89.80793115725206
Type C,75.77980142896251,Location 3,Refinery 2,5,1,69.36217530303239,Ship,4890.089982534648,931,Rail,6,Customer A,2210.368610656463,93.86245301845379
Type A,74.44232901284602,Location 3,Refinery 2,19,7,38.68291639355506,Pipe,3176.1198611783025,600,Road,8,Customer A,2075.1251926464165,97.25904392790325
Type A,83.34321287730522,Location 3,Refinery 1,21,2,44.10181356558659,Rail,3239.182888719057,285,Pipe,13,Customer A,3128.9832285671228,112.79795890445831
Type A,56.98256273781564,Location 2,Refinery 1,12,9,50.16501149657674,Rail,3080.461658009578,578,Pipe,1,Customer C,3427.439231203714,80.12716423817798
Type B,51.4986794936339,Location 2,Refinery 1,18,3,70.36719405257304,Ship,3442.92711857848,670,Rail,5,Customer B,2955.117552918664,92.10255699651432
Type A,65.39649707955954,Location 2,Refinery 1,4,8,59.0499932936891,Ship,2057.19901109502,591,Pipe,3,Customer A,2631.9774489926094,115.31030146015794
Type C,85.23403813683234,Location 2,Refinery 3,22,8,56.90387779146868,Rail,2148.965391899363,612,Pipe,2,Customer B,1845.1401502797512,133.43028991147048
Type C,60.09267260614742,Location 1,Refinery 3,17,3,30.540325997354643,Ship,3045.356359184531,742,Road,11,Customer C,2930.0223655284535,65.10672311602099
Type A,83.67162166624587,Location 2,Refinery 1,10,4,50.791393502589784,Ship,4226.743419054318,166,Rail,8,Customer A,2364.4108552098323,103.61867042523556
Type A,98.49560230536352,Location 3,Refinery 3,20,2,62.92286103071931,Ship,1199.4583059767153,904,Pipe,7,Customer A,3166.381851193372,162.54128425933564
Type C,54.69503578947092,Location 3,Refinery 2,6,4,78.3956529818295,Ship,3413.616848880984,566,Rail,10,Customer C,3700.7576620464956,106.83779041566709
Type B,83.63010591125632,Location 2,Refinery 3,25,9,32.084378552801134,Ship,4227.112570025256,384,Pipe,7,Customer A,3533.2486977464423,84.43116085500648
Type A,72.18751096522855,Location 3,Refinery 3,14,2,20.572601184033598,Pipe,1627.6690881489085,700,Road,5,Customer B,2849.9608416223737,85.95754797316958
Type A,93.40711271887527,Location 2,Refinery 1,11,3,24.518086015908185,Ship,1060.0901679222652,516,Rail,12,Customer C,3224.209697119844,119.95572786017661
Type C,58.857489472369295,Location 3,Refinery 3,11,4,42.55114791091876,Road,2250.853180565832,199,Pipe,13,Customer C,2139.4245238430385,88.80407738087082
Type A,84.63129761130823,Location 1,Refinery 3,29,5,69.23267886475924,Rail,3352.574826918393,288,Road,9,Customer A,1096.9610360895588,140.937577798649
Type B,91.90576448240552,Location 1,Refinery 3,18,1,20.4285249060947,Pipe,1553.1326936189907,989,Pipe,5,Customer C,3500.0778166724162,113.11867520212482
Type C,97.23071097370116,Location 2,Refinery 3,27,7,47.40383557315042,Pipe,2704.4894838899418,957,Rail,2,Customer A,2010.274236550748,135.32800030672897
Type A,84.16240141448229,Location 2,Refinery 2,23,7,39.75383692048367,Ship,3209.2859894971116,487,Pipe,3,Customer A,3675.814840273098,102.59777380308233
Type C,74.85873820042136,Location 2,Refinery 1,22,9,23.148902605983654,Rail,3395.5323790292687,340,Rail,4,Customer C,3988.0339983878375,82.1378727837721
Type A,80.8923620100607,Location 3,Refinery 1,18,4,47.01417720035704,Road,2097.6468840015004,881,Rail,5,Customer A,4663.710984415125,111.60154361589962
Type A,93.44524922393592,Location 2,Refinery 2,24,6,35.28492244020313,Ship,2600.1185439451656,830,Pipe,13,Customer B,4832.491181918452,115.41738875529886
Type A,78.53048733194149,Location 1,Refinery 3,23,2,41.11309006082038,Rail,4113.356916270235,516,Road,3,Customer B,1042.1041852388057,93.55040437570533
Type B,51.519352984841845,Location 3,Refinery 2,11,4,62.33691828705758,Ship,4764.8587764827425,275,Ship,12,Customer A,4961.49683741855,56.820789060623916
Type B,96.54743477534889,Location 2,Refinery 3,21,2,51.29305903465803,Ship,4447.521324473029,486,Road,14,Customer B,3732.0732739766436,115.72759739200896
Type C,84.47633755157806,Location 3,Refinery 2,12,5,27.4788457395688,Ship,3257.1340069337275,570,Road,7,Customer A,3574.096641496757,88.38197358144862
Type A,83.82566928886233,Location 3,Refinery 1,5,7,77.68487242541835,Ship,2641.171211775786,952,Pipe,5,Customer B,1060.8523807814217,134.01915498871142
Type A,60.78375761988586,Location 2,Refinery 1,23,1,58.1546459425843,Ship,2331.826457485673,332,Road,5,Customer C,4444.93364754695,109.04944194636003
Type B,82.94427351163286,Location 3,Refinery 1,9,7,65.9521055397519,Ship,1499.8262643360722,762,Road,6,Customer A,1581.9657889913055,141.4478589143043
Type A,69.69322028270793,Location 1,Refinery 3,27,6,24.752789000502247,Ship,1426.204988864452,551,Ship,7,Customer A,4349.320615732164,95.65381829648386
Type B,82.5616488520746,Location 1,Refinery 3,25,6,22.823502767601134,Road,3753.4304996546307,376,Road,10,Customer A,1062.250185034864,88.09801564193863
Type A,55.32965151539953,Location 3,Refinery 2,9,8,21.16688302208487,Pipe,2039.1776646846415,328,Ship,10,Customer A,3583.857049996645,67.39930467322401
Type C,82.89226523015179,Location 2,Refinery 2,22,8,31.327641666406667,Road,2018.6467457297872,270,Pipe,8,Customer A,2739.206135079311,110.63335369282728
Type A,99.97068628853333,Location 3,Refinery 1,10,6,44.864503863109704,Ship,4992.780217911142,834,Ship,9,Customer A,1803.0669162373406,96.5862803263173
Type A,52.4106019430278,Location 1,Refinery 3,22,3,76.14956800416937,Ship,1751.7038314951815,312,Rail,11,Customer C,1430.2455670817365,122.85642495632676
Type B,98.85870921106587,Location 3,Refinery 2,19,5,47.423579555946574,Road,1592.2390379553185,381,Rail,4,Customer C,2760.5107861853057,147.28207208598877
Type A,70.34539803614354,Location 3,Refinery 3,1,2,37.41530632235177,Road,1394.7409110396825,140,Ship,5,Customer B,1493.223221285699,93.83998613969202
Type A,93.53767251686295,Location 1,Refinery 3,7,5,53.7161152111798,Pipe,3319.221380667185,221,Rail,5,Customer A,2945.7864467641903,126.83288401843878
Type B,89.11927420291367,Location 3,Refinery 1,4,9,26.716074688087353,Road,3511.4553040084056,326,Pipe,8,Customer B,3500.868234611409,88.76676288292447
Type C,78.3508130493334,Location 3,Refinery 1,1,1,56.57035346029899,Pipe,2460.9117050275277,393,Rail,9,Customer B,4309.536774429433,119.65985227381833
Type C,86.92246046256633,Location 2,Refinery 3,15,5,54.1059172598302,Ship,3141.653342045871,699,Ship,7,Customer C,3714.5977487314667,113.27518318701387
Type B,93.92577806506739,Location 2,Refinery 3,8,6,67.51958200434258,Rail,4153.5981237796495,366,Pipe,5,Customer B,1260.7990668246018,124.93609113848993
Type B,70.20701608255165,Location 1,Refinery 3,12,7,79.20125669702145,Rail,4272.4166732869935,640,Rail,3,Customer C,2229.7301301913485,114.4834509316629
Type B,66.35165807816193,Location 1,Refinery 3,22,9,35.05240830296663,Rail,4831.6483028625935,858,Pipe,1,Customer B,2151.9144317300015,69.81844988467864
Type B,83.37966927817924,Location 1,Refinery 1,22,6,50.57938704822564,Rail,4297.071943691499,927,Ship,11,Customer A,4660.129693884337,100.09534898007735
Type B,90.39229709706294,Location 2,Refinery 2,18,5,74.53192437914021,Ship,3259.3657468697065,550,Rail,9,Customer B,4471.128177571054,134.79252880732366
Type C,88.11425673883079,Location 1,Refinery 1,15,7,67.11139306537048,Rail,1718.627863347384,548,Pipe,5,Customer C,2480.591673401668,149.53035970561973
Type C,89.89068244293173,Location 1,Refinery 2,17,1,49.24437818604845,Road,1399.0542308113695,855,Pipe,9,Customer C,1284.6210235303242,132.11215208126615
Type B,71.77916574064665,Location 1,Refinery 3,29,5,76.72229897688666,Road,1218.047559643437,160,Rail,10,Customer C,4576.4292712189335,149.9675039120981
Type A,90.89171080875107,Location 2,Refinery 2,14,2,23.43420161100856,Rail,3666.103327141535,601,Pipe,12,Customer B,4552.759811856749,81.80083457153796
Type B,56.01045276853042,Location 3,Refinery 1,14,4,75.85991718275504,Road,4230.145021591972,246,Pipe,13,Customer B,4418.9845281229,98.38836352461944
Type A,77.22445489804248,Location 1,Refinery 1,18,7,23.030443542968392,Pipe,3034.735802736316,785,Ship,14,Customer C,4380.326550942006,75.623252768877
Type B,50.28793302490608,Location 3,Refinery 3,20,5,52.83828464688106,Ship,1218.8566993345598,889,Ship,4,Customer A,2921.0160043446185,101.46667194326807
Type B,66.22929149501351,Location 1,Refinery 1,18,6,73.42645688006515,Rail,3141.8822983653527,433,Ship,5,Customer A,1709.7266089983927,114.89336048348602
Type C,68.32307674356989,Location 3,Refinery 3,16,2,35.763256613678166,Rail,4742.997046098202,980,Ship,4,Customer B,2909.952201849711,62.210475826333834
Type A,69.80863458046277,Location 2,Refinery 1,1,3,48.33490993670951,Ship,3390.452763729842,990,Ship,2,Customer B,2978.3910826778592,87.40806780373865
Type A,84.7733603344931,Location 2,Refinery 1,23,7,39.459732748218,Road,4237.709953851259,241,Ship,12,Customer C,2959.727012979443,98.71304285471247
Type C,69.42790506351729,Location 1,Refinery 3,27,2,77.12863502458109,Ship,4200.610593567002,143,Rail,1,Customer B,3155.0903444604646,117.11990951923612
Type C,72.43468113112652,Location 3,Refinery 2,11,6,69.41873568518545,Ship,4728.516399122611,243,Ship,8,Customer B,2030.6280919646204,106.70740479261356
Type C,61.87720654371637,Location 2,Refinery 1,15,5,62.540090679582775,Road,4080.915062599493,964,Pipe,4,Customer C,2464.9647245344604,87.74457864261868
Type C,68.662589581467,Location 1,Refinery 2,12,1,55.257619196906525,Ship,3990.8020560523582,432,Rail,5,Customer C,2736.746367853878,82.71269519284836
Type A,61.363481363157575,Location 1,Refinery 1,8,4,69.23550735944889,Road,1936.4106598825624,596,Pipe,6,Customer B,1524.4848380659994,109.75325619120179
Type A,53.659796188422185,Location 2,Refinery 1,22,2,43.53602249141282,Road,1239.7006212843257,495,Ship,14,Customer A,2821.456538246002,91.02177850642255
Type B,80.17242966906889,Location 2,Refinery 1,20,4,46.853111306363715,Ship,3070.397860215231,154,Ship,8,Customer B,4241.878468278372,100.95709620269886
Type B,83.41063992775082,Location 1,Refinery 1,6,1,63.800103264851685,Pipe,1497.7368317870207,406,Pipe,11,Customer A,4312.238170931505,145.63914446421356
Type C,80.97451730048073,Location 3,Refinery 2,3,2,41.465285797622855,Road,4848.7835051119655,969,Pipe,8,Customer A,2646.2550876041214,68.3008641090018
Type C,73.17470219002863,Location 3,Refinery 2,28,8,23.83405652290243,Ship,2159.6990505321146,522,Pipe,7,Customer A,3075.233248337414,96.49891272459448
Type C,68.98928900896149,Location 3,Refinery 1,24,6,24.460076533164287,Road,4411.7768135371725,516,Road,4,Customer C,1134.6013285402266,63.00595316121767
Type B,93.16668247859127,Location 1,Refinery 1,26,2,26.921768078342232,Pipe,2550.4985008098374,772,Road,6,Customer C,3697.7302258743875,109.30646788342467
Type B,75.9540892568109,Location 2,Refinery 2,13,6,72.18087940061977,Pipe,2292.7769994295095,896,Road,4,Customer C,2618.4235317874522,128.97855009958326
Type B,73.95909388148655,Location 1,Refinery 3,13,9,48.33358554537226,Rail,4740.6342895064845,424,Road,14,Customer B,2781.910732333383,85.71360015626735
Type B,51.282103290321785,Location 2,Refinery 3,2,7,62.77294216068419,Road,2453.290288344896,809,Rail,7,Customer C,4494.690908719059,88.05254979220351
Type B,67.06239138130782,Location 3,Refinery 2,5,9,43.5745601362936,Road,2561.151634652546,770,Ship,12,Customer C,2847.3377382424333,94.83926608121818
Type B,69.00978093929285,Location 3,Refinery 1,17,5,35.52265684493807,Ship,1424.3671184516365,179,Pipe,13,Customer B,1084.768984911411,105.31633398898573
Type B,69.94113904484502,Location 2,Refinery 1,6,7,40.83153005373272,Road,3681.7866611300374,130,Ship,12,Customer B,1909.9635634762494,78.38049280294774
Type C,79.00861846136661,Location 2,Refinery 3,2,7,67.65094071903101,Rail,2155.357657910054,211,Pipe,13,Customer A,2902.482457233036,127.85916207452568
Type C,76.68012733634393,Location 1,Refinery 3,4,3,57.512967501886294,Pipe,3342.416671358029,657,Ship,13,Customer B,2697.585170994143,105.8325476217841
Type C,80.39525463967223,Location 3,Refinery 2,22,7,76.25838679747412,Pipe,3365.406816212838,964,Rail,11,Customer B,4441.480549121923,138.00762041530692
Type C,88.2441630771064,Location 1,Refinery 3,26,1,60.78228671461004,Rail,3876.798782383068,816,Road,14,Customer C,3168.5500372246665,128.67919383355388
Type B,90.64928693580467,Location 1,Refinery 2,11,9,54.210897905281634,Road,3980.965944689765,663,Ship,1,Customer A,3758.542967660484,118.22975502024012
Type A,85.90615381132471,Location 1,Refinery 3,8,6,56.61176053915007,Road,3057.809737606158,749,Pipe,5,Customer A,2877.2931881738805,117.59561232101763
Type B,97.77618479774674,Location 3,Refinery 3,12,5,76.54228636810487,Rail,2323.967790413612,571,Ship,14,Customer B,2758.6229362366594,156.19267083694075
Type A,50.91162913381808,Location 1,Refinery 3,8,7,67.29205579200237,Ship,4349.803579338935,173,Rail,10,Customer C,2785.146673897405,84.86374807173847
Type C,59.788899284177305,Location 1,Refinery 1,11,5,21.442474241986268,Pipe,2239.462597633939,652,Rail,12,Customer C,2643.6862787753553,65.055318805387
Type B,50.37814374890711,Location 1,Refinery 1,22,5,52.04838176814184,Rail,3030.036377877326,578,Ship,10,Customer C,3154.3335434168134,85.1948814497083
Type C,82.37373570773015,Location 1,Refinery 1,20,7,61.30030469279389,Rail,2605.010332814912,688,Road,4,Customer C,2001.7736070144147,132.37551819163033
Type B,94.90152744749935,Location 1,Refinery 3,8,7,64.9219087063493,Road,4420.313543878752,486,Pipe,11,Customer B,4564.220775367283,126.59808557543793
Type C,62.174114828814965,Location 1,Refinery 2,29,3,32.7885271588362,Pipe,2727.6741245833155,798,Rail,7,Customer C,2332.342192375492,84.39014145135945
Type A,96.35172723981533,Location 3,Refinery 2,8,3,72.03064126708114,Road,2544.396755349937,981,Rail,13,Customer A,1590.0953367093873,144.90241122402767
Type A,53.01336951447804,Location 1,Refinery 2,26,3,77.35058883050982,Rail,3759.2947715905498,663,Ship,9,Customer A,1386.2019143909806,115.65606234840462
Type A,96.72180134027572,Location 2,Refinery 2,17,6,34.20291835069219,Ship,3409.7644394457707,532,Rail,5,Customer B,1053.6916604805103,114.77878435422724
Type B,67.58113436198173,Location 1,Refinery 1,20,6,72.95692745103474,Pipe,1428.9873339833844,511,Rail,4,Customer C,2691.424314267446,132.95817168692017
Type A,55.07104142246082,Location 1,Refinery 1,20,3,25.818725750965722,Rail,3032.675225375853,566,Pipe,9,Customer C,1750.4439541816987,56.90415703504619
Type B,74.29358795931628,Location 3,Refinery 3,23,3,23.34241016691471,Rail,3941.9135533329904,698,Road,5,Customer C,1086.5916103489917,66.68679518360571
Type A,62.8388283860254,Location 3,Refinery 3,16,8,27.75342800616496,Ship,4968.299058365425,720,Pipe,9,Customer C,3080.078185158095,55.55202026711018
Type A,64.24364509809614,Location 2,Refinery 2,14,8,23.46446476802216,Rail,3516.5873358812764,836,Road,8,Customer B,3719.914194603046,71.11795246592303
Type B,65.36449824631433,Location 2,Refinery 1,11,7,70.70073422934655,Rail,2481.172265765271,347,Pipe,4,Customer C,1343.0042036444174,116.32214348215209
Type B,90.15129489163317,Location 3,Refinery 2,7,4,23.543008667496316,Pipe,1904.6063992084737,680,Ship,11,Customer B,2843.6830916786384,100.1945813566226
Type A,76.95806383376272,Location 3,Refinery 3,16,4,36.29985148181933,Pipe,4491.320936613281,219,Rail,11,Customer C,3974.5147144029866,73.78167664811964
Type B,65.56538495780018,Location 1,Refinery 3,13,3,26.225380612151383,Pipe,4258.260848454011,166,Road,7,Customer C,4943.227284033701,65.10912090982625
Type A,80.51668916554593,Location 3,Refinery 2,27,5,37.7253221788259,Road,1935.6912831175396,672,Ship,5,Customer A,3668.7613785702433,118.00924022257885
Type B,85.80753371115968,Location 2,Refinery 3,15,3,25.43356805605523,Ship,1802.5283605862937,426,Rail,10,Customer B,1979.3582032380823,97.49264034183267
Type C,63.63120003667669,Location 1,Refinery 2,24,8,60.08019504458084,Pipe,3860.5471072447026,802,Rail,4,Customer A,3866.2145591159983,88.99421845404876
Type C,70.67745507626758,Location 2,Refinery 1,16,7,27.99960898055451,Road,2259.808247675038,569,Rail,5,Customer B,3391.7177072793197,91.36691686887954
Type C,56.09430466684738,Location 1,Refinery 2,27,3,71.11075555033327,Road,2225.595193447831,592,Pipe,5,Customer C,1847.197154326191,116.4866842516302
Type C,59.05746747673402,Location 3,Refinery 1,21,9,69.03146304359845,Ship,1609.1609882706211,800,Ship,11,Customer C,4404.443303390219,129.41098148368087
Type C,84.05589269824914,Location 2,Refinery 1,23,5,20.819701128236566,Ship,2055.9020788393195,762,Ship,9,Customer B,2709.6177089104035,98.78502472234457
Type A,59.071917384781344,Location 1,Refinery 3,24,9,73.74358133090688,Rail,2710.0302303705985,385,Rail,12,Customer A,4847.910618936503,111.24371624836196
Type C,76.258169183353,Location 1,Refinery 3,9,7,21.736659004602025,Road,3931.353349089662,707,Road,9,Customer B,3891.6040297911118,61.24741103802326
Type C,85.45231308612163,Location 3,Refinery 3,3,7,34.3787470974534,Pipe,2345.2323776549993,411,Ship,6,Customer B,3578.2526185272886,98.20801297059465
Type C,55.34384615473719,Location 3,Refinery 2,19,6,21.943348266559703,Ship,2314.4173579193707,408,Pipe,14,Customer C,3913.4113499062473,62.064070895846555
Type C,78.36561098144517,Location 3,Refinery 2,20,2,40.15060922235896,Road,2139.653010209743,874,Road,4,Customer A,2912.3880752728865,108.30053152613361
Type B,62.82813918506819,Location 2,Refinery 3,5,9,50.8319915427963,Pipe,2913.134670044172,196,Road,2,Customer B,3020.905911206696,91.73569125817939
Type A,98.146343761879,Location 1,Refinery 2,10,6,67.79869214090829,Road,1722.5467917652613,212,Road,14,Customer A,4404.829541778976,164.46636767267006
Type C,74.17728233599624,Location 3,Refinery 3,17,8,40.27889302819017,Ship,2942.522936128502,736,Road,3,Customer A,3723.7141465740115,98.29201338728373
Type C,90.2996274887579,Location 2,Refinery 2,15,1,62.329401480387006,Rail,3816.7022247787595,555,Ship,2,Customer B,4588.973300766567,129.7175120499567
Type C,77.51132710781309,Location 2,Refinery 1,23,5,31.25026742713882,Road,1119.1620161304886,562,Rail,5,Customer A,4563.307014297074,108.18589044594056
Type A,52.170626642740956,Location 2,Refinery 1,25,1,65.03590740464759,Pipe,1039.1175212230476,231,Road,6,Customer C,4905.9601361769965,125.44142590272645
Type B,81.65756877970111,Location 3,Refinery 3,8,8,34.15979635455425,Ship,1300.4916406180369,220,Pipe,11,Customer C,3800.8586353813366,107.30645827562536
Type A,97.57016711033285,Location 3,Refinery 2,15,8,28.612685356626073,Rail,3142.640246912448,296,Pipe,5,Customer C,3009.206870646968,100.07136599045634
Type B,80.08059100731656,Location 1,Refinery 2,21,1,31.124531022443257,Pipe,4417.820332741614,905,Rail,2,Customer C,1665.2468008363294,73.0305349112875
Type C,90.95944297133951,Location 1,Refinery 1,14,9,30.92378773291132,Pipe,1019.5378640810078,581,Ship,12,Customer A,3821.522238589669,108.1780757707234
Type C,94.2103231674204,Location 3,Refinery 1,20,2,50.77177276261947,Pipe,4746.645218338725,733,Rail,5,Customer C,2166.310867039723,112.3860568613534
Type A,61.40398859744663,Location 2,Refinery 3,28,9,70.68785487128876,Road,1425.1140462821431,893,Road,9,Customer B,2131.7902721493247,128.0897278242139
Type A,60.60224199541133,Location 2,Refinery 1,7,1,24.776304619550338,Ship,4367.934112232905,996,Ship,4,Customer C,1953.1511057922723,52.5399316657012
Type B,80.54904944254959,Location 2,Refinery 3,21,9,62.41737910960536,Pipe,2931.419059931787,871,Ship,12,Customer B,4500.488229405801,125.98113544123437
Type B,70.55142349033524,Location 1,Refinery 1,23,4,59.260787579171456,Road,3637.4295491153757,138,Road,10,Customer B,4471.857786728633,98.36359183767914
Type A,91.99306514333603,Location 2,Refinery 1,12,9,72.35119710976174,Ship,3042.7319377887297,665,Pipe,2,Customer C,3523.8817794802326,137.02829206000808
